radius,betti0_Snapshot,betti0_Gudhi
1.6763,103,103
1.6793,103,103
1.6823,103,103
1.6852,103,103
1.6882,103,103
1.6912,103,103
1.6941,103,103
1.6971,103,103
1.7000,103,103
1.7029,103,103
1.7059,103,103
1.7088,103,103
1.7117,103,103
1.7146,103,103
1.7176,103,103
1.7205,103,103
1.7234,103,103
1.7263,103,103
1.7292,103,103
1.7321,103,103
1.7349,103,103
1.7378,103,103
1.7407,103,103
1.7436,103,103
1.7464,103,103
1.7493,103,103
1.7521,103,103
1.7550,103,103
1.7578,103,103
1.7607,103,103
1.7635,103,103
1.7664,103,103
1.7692,103,103
1.7720,103,103
1.7748,103,103
1.7776,103,103
1.7804,103,103
1.7833,103,103
1.7861,103,103
1.7889,103,103
1.7916,103,103
1.7944,103,103
1.7972,103,103
1.8000,103,103
1.8028,103,103
1.8055,103,103
1.8083,102,102
1.8111,102,102
1.8138,101,101
1.8166,101,101
1.8193,100,100
1.8221,99,99
1.8248,95,95
1.8276,94,94
1.8303,90,90
1.8330,88,88
1.8358,83,83
1.8385,78,78
1.8412,70,70
1.8439,55,55
1.8466,49,49
1.8493,42,42
1.8520,36,36
1.8547,30,30
1.8574,23,23
1.8601,11,11
1.8628,6,6
1.8655,5,5
1.8682,5,5
1.8708,3,3
1.8735,3,3
1.8762,2,2
1.8788,2,2
1.8815,1,1
1.8841,1,1
1.8868,1,1
1.8894,1,1
1.8921,1,1
1.8947,1,1
1.8974,1,1
1.9000,1,1
1.9026,1,1
1.9053,1,1
1.9079,1,1
1.9105,1,1
1.9131,1,1
1.9157,1,1
1.9183,1,1
1.9209,1,1
1.9235,1,1
1.9261,1,1
1.9287,1,1
1.9313,1,1
1.9339,1,1
1.9365,1,1
1.9391,1,1
1.9416,1,1
1.9442,1,1
1.9468,1,1
1.9494,1,1
1.9519,1,1
1.9545,1,1
1.9570,1,1
1.9596,1,1
1.9621,1,1
1.9647,1,1
1.9672,1,1
1.9698,1,1
1.9723,1,1
1.9748,1,1
1.9774,1,1
1.9799,1,1
1.9824,1,1
1.9849,1,1
1.9875,1,1
1.9900,1,1
1.9925,1,1
1.9950,1,1
1.9975,1,1
2.0000,1,1
2.0025,1,1
2.0050,1,1
2.0075,1,1
2.0100,1,1
2.0125,1,1
2.0149,1,1
2.0174,1,1
2.0199,1,1
2.0224,1,1
2.0248,1,1
2.0273,1,1
2.0298,1,1
2.0322,1,1
2.0347,1,1
2.0372,1,1
2.0396,1,1
2.0421,1,1
2.0445,1,1
2.0469,1,1
2.0494,1,1
2.0518,1,1
2.0543,1,1
2.0567,1,1
2.0591,1,1
2.0616,1,1
2.0640,1,1
2.0664,1,1
2.0688,1,1
2.0712,1,1
2.0736,1,1
2.0761,1,1
2.0785,1,1
2.0809,1,1
2.0833,1,1
2.0857,1,1
2.0881,1,1
2.0905,1,1
2.0928,1,1
2.0952,1,1
2.0976,1,1
2.1000,1,1
2.1024,1,1
2.1048,1,1
2.1071,1,1
2.1095,1,1
2.1119,1,1
2.1142,1,1
2.1166,1,1
2.1190,1,1
2.1213,1,1
2.1237,1,1
2.1260,1,1
2.1284,1,1
2.1307,1,1
2.1331,1,1
2.1354,1,1
2.1378,1,1
2.1401,1,1
2.1424,1,1
2.1448,1,1
2.1471,1,1
2.1494,1,1
2.1517,1,1
2.1541,1,1
2.1564,1,1
2.1587,1,1
2.1610,1,1
2.1633,1,1
2.1656,1,1
2.1679,1,1
2.1703,1,1
2.1726,1,1
2.1749,1,1
2.1772,1,1
2.1794,1,1
2.1817,1,1
2.1840,1,1
2.1863,1,1
2.1886,1,1
2.1909,1,1
2.1932,1,1
2.1954,1,1
2.1977,1,1
2.2000,1,1
2.2023,1,1
2.2045,1,1
2.2068,1,1
2.2091,1,1
2.2113,1,1
2.2136,1,1
2.2159,1,1
2.2181,1,1
2.2204,1,1
2.2226,1,1
2.2249,1,1
2.2271,1,1
2.2293,1,1
2.2316,1,1
2.2338,1,1
2.2361,1,1
2.2383,1,1
2.2405,1,1
2.2428,1,1
2.2450,1,1
2.2472,1,1
2.2494,1,1
2.2517,1,1
2.2539,1,1
2.2561,1,1
2.2583,1,1
2.2605,1,1
2.2627,1,1
2.2650,1,1
2.2672,1,1
2.2694,1,1
2.2716,1,1
2.2738,1,1
2.2760,1,1
2.2782,1,1
2.2804,1,1
2.2825,1,1
2.2847,1,1
2.2869,1,1
2.2891,1,1
2.2913,1,1
2.2935,1,1
2.2956,1,1
2.2978,1,1
2.3000,1,1
2.3022,1,1
2.3043,1,1
2.3065,1,1
2.3087,1,1
2.3108,1,1
2.3130,1,1
2.3152,1,1
2.3173,1,1
2.3195,1,1
2.3216,1,1
2.3238,1,1
2.3259,1,1
2.3281,1,1
2.3302,1,1
2.3324,1,1
2.3345,1,1
2.3367,1,1
2.3388,1,1
2.3409,1,1
2.3431,1,1
2.3452,1,1
2.3473,1,1
2.3495,1,1
2.3516,1,1
2.3537,1,1
2.3558,1,1
2.3580,1,1
2.3601,1,1
2.3622,1,1
2.3643,1,1
2.3664,1,1
2.3685,1,1
2.3707,1,1
2.3728,1,1
2.3749,1,1
2.3770,1,1
2.3791,1,1
2.3812,1,1
2.3833,1,1
2.3854,1,1
2.3875,1,1
2.3896,1,1
2.3917,1,1
2.3937,1,1
2.3958,1,1
2.3979,1,1
2.4000,1,1
2.4021,1,1
2.4042,1,1
2.4062,1,1
2.4083,1,1
2.4104,1,1
2.4125,1,1
2.4145,1,1
2.4166,1,1
2.4187,1,1
2.4207,1,1
2.4228,1,1
2.4249,1,1
2.4269,1,1
2.4290,1,1
2.4310,1,1
2.4331,1,1
2.4352,1,1
2.4372,1,1
2.4393,1,1
2.4413,1,1
2.4434,1,1
2.4454,1,1
2.4474,1,1
2.4495,1,1
2.4515,1,1
2.4536,1,1
2.4556,1,1
2.4576,1,1
2.4597,1,1
2.4617,1,1
2.4637,1,1
2.4658,1,1
2.4678,1,1
2.4698,1,1
2.4718,1,1
2.4739,1,1
2.4759,1,1
2.4779,1,1
2.4799,1,1
2.4819,1,1
2.4839,1,1
2.4860,1,1
2.4880,1,1
2.4900,1,1
2.4920,1,1
2.4940,1,1
2.4960,1,1
2.4980,1,1
2.5000,1,1
2.5020,1,1
2.5040,1,1
2.5060,1,1
2.5080,1,1
2.5100,1,1
2.5120,1,1
2.5140,1,1
2.5159,1,1
2.5179,1,1
2.5199,1,1
2.5219,1,1
2.5239,1,1
2.5259,1,1
2.5278,1,1
2.5298,1,1
2.5318,1,1
2.5338,1,1
2.5357,1,1
2.5377,1,1
2.5397,1,1
2.5417,1,1
2.5436,1,1
2.5456,1,1
2.5475,1,1
2.5495,1,1
2.5515,1,1
2.5534,1,1
2.5554,1,1
2.5573,1,1
2.5593,1,1
2.5612,1,1
2.5632,1,1
2.5652,1,1
2.5671,1,1
2.5690,1,1
2.5710,1,1
2.5729,1,1
2.5749,1,1
2.5768,1,1
2.5788,1,1
2.5807,1,1
2.5826,1,1
2.5846,1,1
2.5865,1,1
2.5884,1,1
2.5904,1,1
2.5923,1,1
2.5942,1,1
2.5962,1,1
2.5981,1,1
2.6000,1,1
2.6019,1,1
2.6038,1,1
2.6058,1,1
2.6077,1,1
2.6096,1,1
2.6115,1,1
2.6134,1,1
2.6153,1,1
2.6173,1,1
2.6192,1,1
2.6211,1,1
2.6230,1,1
2.6249,1,1
2.6268,1,1
2.6287,1,1
2.6306,1,1
2.6325,1,1
2.6344,1,1
2.6363,1,1
2.6382,1,1
2.6401,1,1
2.6420,1,1
2.6439,1,1
2.6458,1,1
2.6476,1,1
2.6495,1,1
2.6514,1,1
2.6533,1,1
2.6552,1,1
2.6571,1,1
2.6589,1,1
2.6608,1,1
2.6627,1,1
2.6646,1,1
2.6665,1,1
2.6683,1,1
2.6702,1,1
2.6721,1,1
2.6739,1,1
2.6758,1,1
2.6777,1,1
2.6796,1,1
2.6814,1,1
2.6833,1,1
2.6851,1,1
2.6870,1,1
2.6889,1,1
2.6907,1,1
2.6926,1,1
2.6944,1,1
2.6963,1,1
2.6981,1,1
2.7000,1,1
2.7019,1,1
2.7037,1,1
2.7055,1,1
2.7074,1,1
2.7092,1,1
2.7111,1,1
2.7129,1,1
2.7148,1,1
2.7166,1,1
2.7185,1,1
2.7203,1,1
2.7221,1,1
2.7240,1,1
2.7258,1,1
2.7276,1,1
2.7295,1,1
2.7313,1,1
2.7331,1,1
2.7350,1,1
2.7368,1,1
2.7386,1,1
2.7404,1,1
2.7423,1,1
2.7441,1,1
2.7459,1,1
2.7477,1,1
2.7495,1,1
2.7514,1,1
2.7532,1,1
2.7550,1,1
2.7568,1,1
2.7586,1,1
2.7604,1,1
2.7622,1,1
2.7641,1,1
2.7659,1,1
2.7677,1,1
2.7695,1,1
2.7713,1,1
2.7731,1,1
2.7749,1,1
2.7767,1,1
2.7785,1,1
2.7803,1,1
2.7821,1,1
2.7839,1,1
2.7857,1,1
2.7875,1,1
2.7893,1,1
2.7911,1,1
2.7928,1,1
2.7946,1,1
2.7964,1,1
2.7982,1,1
2.8000,1,1
2.8018,1,1
2.8036,1,1
2.8054,1,1
2.8071,1,1
2.8089,1,1
2.8107,1,1
2.8125,1,1
2.8142,1,1
2.8160,1,1
2.8178,1,1
2.8196,1,1
2.8213,1,1
2.8231,1,1
2.8249,1,1
2.8267,1,1
2.8284,1,1
2.8302,1,1
2.8320,1,1
2.8337,1,1
2.8355,1,1
2.8373,1,1
2.8390,1,1
2.8408,1,1
2.8425,1,1
2.8443,1,1
2.8460,1,1
2.8478,1,1
2.8496,1,1
2.8513,1,1
2.8531,1,1
2.8548,1,1
2.8566,1,1
2.8583,1,1
2.8601,1,1
2.8618,1,1
2.8636,1,1
2.8653,1,1
2.8671,1,1
2.8688,1,1
2.8705,1,1
2.8723,1,1
2.8740,1,1
2.8758,1,1
2.8775,1,1
2.8792,1,1
2.8810,1,1
2.8827,1,1
2.8844,1,1
2.8862,1,1
2.8879,1,1
2.8896,1,1
2.8914,1,1
2.8931,1,1
2.8948,1,1
2.8965,1,1
2.8983,1,1
2.9000,1,1
2.9017,1,1
2.9034,1,1
2.9052,1,1
2.9069,1,1
2.9086,1,1
2.9103,1,1
2.9120,1,1
2.9138,1,1
2.9155,1,1
2.9172,1,1
2.9189,1,1
2.9206,1,1
2.9223,1,1
2.9240,1,1
2.9257,1,1
2.9275,1,1
2.9292,1,1
2.9309,1,1
2.9326,1,1
2.9343,1,1
2.9360,1,1
2.9377,1,1
2.9394,1,1
2.9411,1,1
2.9428,1,1
2.9445,1,1
2.9462,1,1
2.9479,1,1
2.9496,1,1
2.9513,1,1
2.9530,1,1
2.9547,1,1
2.9563,1,1
2.9580,1,1
2.9597,1,1
2.9614,1,1
2.9631,1,1
2.9648,1,1
2.9665,1,1
2.9682,1,1
2.9698,1,1
2.9715,1,1
2.9732,1,1
2.9749,1,1
2.9766,1,1
2.9783,1,1
2.9799,1,1
2.9816,1,1
2.9833,1,1
2.9850,1,1
2.9866,1,1
2.9883,1,1
2.9900,1,1
2.9917,1,1
2.9933,1,1
2.9950,1,1
2.9967,1,1
2.9983,1,1
3.0000,1,1
3.0017,1,1
3.0033,1,1
3.0050,1,1
3.0067,1,1
3.0083,1,1
3.0100,1,1
3.0116,1,1
3.0133,1,1
3.0150,1,1
3.0166,1,1
3.0183,1,1
3.0199,1,1
3.0216,1,1
3.0232,1,1
3.0249,1,1
3.0265,1,1
3.0282,1,1
3.0299,1,1
3.0315,1,1
3.0332,1,1
3.0348,1,1
3.0364,1,1
3.0381,1,1
3.0397,1,1
3.0414,1,1
3.0430,1,1
3.0447,1,1
3.0463,1,1
3.0480,1,1
3.0496,1,1
3.0512,1,1
3.0529,1,1
3.0545,1,1
3.0561,1,1
3.0578,1,1
3.0594,1,1
3.0610,1,1
3.0627,1,1
3.0643,1,1
3.0659,1,1
3.0676,1,1
3.0692,1,1
3.0708,1,1
3.0725,1,1
3.0741,1,1
3.0757,1,1
3.0773,1,1
3.0790,1,1
3.0806,1,1
3.0822,1,1
3.0838,1,1
3.0854,1,1
3.0871,1,1
3.0887,1,1
3.0903,1,1
3.0919,1,1
3.0935,1,1
3.0952,1,1
3.0968,1,1
3.0984,1,1
3.1000,1,1
3.1016,1,1
3.1032,1,1
3.1048,1,1
3.1064,1,1
3.1081,1,1
3.1097,1,1
3.1113,1,1
3.1129,1,1
3.1145,1,1
3.1161,1,1
3.1177,1,1
3.1193,1,1
3.1209,1,1
3.1225,1,1
3.1241,1,1
3.1257,1,1
3.1273,1,1
3.1289,1,1
3.1305,1,1
3.1321,1,1
3.1337,1,1
3.1353,1,1
3.1369,1,1
3.1385,1,1
3.1401,1,1
3.1417,1,1
3.1432,1,1
3.1448,1,1
3.1464,1,1
3.1480,1,1
3.1496,1,1
3.1512,1,1
3.1528,1,1
3.1544,1,1
3.1559,1,1
3.1575,1,1
3.1591,1,1
3.1607,1,1
3.1623,1,1
